"Soccer";"English";"Soccer";"Barclays";"Premier";"League";"Fixtures";1;"January";;;"Sunderland";"v";"Man";"City";;;;;;;;;;;
"Match";"Odds";;;;;;;;;;;;;;;;;;;;;;;;
1325430000000;;;;;;;;;;;;;;;;;;;;;;;;;
"Timestamp";"Inplay";"delay";"Market";"ID";"Market";"status";"Selection";"ID";"Selection";"name";"BP1";"BV1";"BP2";"BV2";"BP3";"BV3";"LP1";"LV1";"LP2";"LV2";"LP3";"LV3";"Total";"matched";"LPM"
1325415679144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1967.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645797.6;1.6;;;;;
1325415679144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415680144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415680144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1967.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645797.6;1.6;;;;;
1325415680144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415681144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415681144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1967.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645797.6;1.6;;;;;
1325415681144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415682144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415682144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1967.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645797.6;1.6;;;;;
1325415682144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415683144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415683144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1967.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645797.6;1.6;;;;;
1325415683144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415684144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415684144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1967.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645797.6;1.6;;;;;
1325415684144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415685144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415685144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415685144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415686144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415686144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415686144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415687144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415687144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415687144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415688144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415688144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415688144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415689144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415689144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415689144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415690144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415690144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415690144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415691144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415691144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415691144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415692144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415692144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415692144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415693144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415693144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415693144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415694144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415694144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415694144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415695144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415695144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415695144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415696144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415696144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415696144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415697144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415697144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415697144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415698144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415698144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415698144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415699144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415699144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415699144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415700144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415700144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415700144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415701144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415701144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415701144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415702144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415702144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415702144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415703144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415703144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415703144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415704144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415704144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415704144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415705144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415705144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415705144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415706144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415706144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415706144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415707144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415707144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1957.99;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645817.6;1.6;;;;;
1325415707144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3225.55;42448.93;4.3;;;;;
1325415708144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415708144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1951.28;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645831;1.6;;;;;
1325415708144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415709144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415709144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1951.28;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645831;1.6;;;;;
1325415709144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415710144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415710144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1951.28;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645831;1.6;;;;;
1325415710144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415711144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415711144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1951.28;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645831;1.6;;;;;
1325415711144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415712144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415712144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1951.28;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645831;1.6;;;;;
1325415712144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415713144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415713144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1951.28;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645831;1.6;;;;;
1325415713144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415714144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415714144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1951.28;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645831;1.6;;;;;
1325415714144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415715144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415715144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1951.28;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645831;1.6;;;;;
1325415715144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415716144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415716144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1951.28;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645831;1.6;;;;;
1325415716144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415717144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415717144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1951.28;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645831;1.6;;;;;
1325415717144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415718144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415718144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1951.28;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645831;1.6;;;;;
1325415718144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415719144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415719144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1951.28;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645831;1.6;;;;;
1325415719144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415720144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415720144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1951.28;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645831;1.6;;;;;
1325415720144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415721144;0;104570252;"ACTIVE";56344;"Sunderland";7;1080.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40815.36;7.2;;;;;;
1325415721144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1951.28;1.59;12109.32;1.58;17186.07;1.61;4056.49;1.62;5855.65;1.63;2537.67;645831;1.6;;;;;
1325415721144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415722144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415722144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1939.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645861;1.61;;;;;
1325415722144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415723144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415723144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1939.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645861;1.61;;;;;
1325415723144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415724144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415724144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1939.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645861;1.61;;;;;
1325415724144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415725144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415725144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1939.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645861;1.61;;;;;
1325415725144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415726144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415726144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1939.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645861;1.61;;;;;
